bidder_id,outcome,total_bids,total_auctions,bids_per_auction,mean_time_diff,mean_response,min_response,ip_entropy,url_entropy
4bddcd4957ff826dfd3b3efe6eb96be9aw5tz,0.0,11819,676,17.4837,124.27,3236.2514,0.0,87608.8234,75057.1669
e2554dc14d54c3b7be85c59dbc1425f77qv4a,0.0,1,1,1.0,,2.0,2.0,0.0,0.0
fba0c76970a464cfa9c043c906442f0eg53a2,0.0,1,1,1.0,,166.0,166.0,0.0,0.0
b1410ac124aeb5ef6b06667786feb742tijnw,0.0,522,138,3.7826,2817.66,608.0172,0.0,2522.9428,1906.8174
f8c42ccd10c3fe515e53082f0cde9a18oxgws,0.0,1753,165,10.6242,741.92,243.1138,0.0,8085.4409,7485.9755
6e18a078182a21b8522bb69a822cc338in7rn,0.0,39,28,1.3929,38201.53,6361.8974,5.0,99.7901,101.1764
84a773b3c9d300834d9d57af5dc83091y54cx,0.0,2,2,1.0,203565.0,433.0,4.0,0.0,0.0
af5d33f9724b0e8c1f875406c0556d1e6eotm,0.0,9450,311,30.3859,155.44,48.8102,0.0,67971.46,54136.662
e2a61feee7f94b49d7de1ac6efb237c0fjt1z,0.0,2,2,1.0,1200675.0,35.0,1.0,0.0,0.0
1717f6d4c48ae8d3e5f2566d4bb525f854j6d,0.0,14,4,3.5,12410.69,40.0,0.0,19.3741,7.9586
284cd72e028fe176f935114521ee998c5jsko,0.0,2,2,1.0,119964.0,41.0,35.0,0.0,0.0
52d8066e28f168e5bee769559ead307e1go7e,1.0,5189,251,20.6733,49.96,157.8618,0.0,27047.7028,26054.5083
1e050a096927d5b34f4a85d3af28d30eybsaz,0.0,84,25,3.36,14353.84,164.1429,1.0,286.8931,159.5932
a9bfa54aef505d65ec488d8984c82a7bf0fjm,0.0,258,89,2.8989,1002.24,4241.062,0.0,1159.9764,887.3081
a6ec153fc7002cfd929b9f7199914cf75upgt,1.0,1732,146,11.863,149.69,537.9861,0.0,10826.9513,10191.9416
655b88e646b94d0adb9e15e9f3b9c9a4lvcrz,0.0,341,35,9.7429,753.49,144.2375,0.0,1561.5004,1394.2311
f334d76f60cae7c67ab04b9e5cc49907hqsc4,0.0,1,1,1.0,,94.0,94.0,0.0,0.0
03a1e81cb7bcd15014489a6f752c9d5b7pvel,0.0,30,15,2.0,5457.1,299.3667,4.0,39.1919,22.7859
33189c09ca7067834fd25a54920f82d4nd7a4,1.0,696,27,25.7778,183.12,10189.4734,1.0,0.0,251.5307
d8ada60e3b7204a104bba8c073136bb40772o,0.0,2,2,1.0,92753.0,306.5,221.0,0.0,0.0
557f06b312e040ed3cd7dd2a011cb83avyut1,0.0,1887,399,4.7293,778.67,4282.5704,0.0,11687.3518,9667.2556
d4be674fce23aae81c4cb946d4fff8671gxtu,0.0,75,44,1.7045,19739.95,123.7733,0.0,246.1866,90.783
d38b2db568fb71174bf883554bea939ccts4m,0.0,2,2,1.0,11933.0,3.5,1.0,0.0,0.0
3128932859bba46f57cdd19579c42e05lif6h,0.0,21,7,3.0,69088.65,4442.6190000000015,9.0,40.5439,27.2312
48044b1b1f47f168864bc7c4a58a65ecmt187,0.0,19,15,1.2667,12254.94,52.7368,0.0,33.2174,24.2868
4c2af41637c123c78074e46a22526298vol9h,0.0,4,4,1.0,427406.67,357.6667,62.0,1.7918,1.7918
e2bda091a91082b774d59f2c5b8480ebbijs5,0.0,9,7,1.2857,30330.62,187.8889,0.0,10.6046,9.9115
d2704c8bb6ebbf13e08f37131382b126wy4yc,1.0,4942,343,14.4082,52.45,190.572,0.0,36138.7473,25921.2891
f05dfdaa2f67b190f3a79a5a2d5daf9coikow,0.0,1,1,1.0,,1.0,1.0,0.0,0.0
ef905e4d866c43dbc345751e7fabe5a568kjs,0.0,1,1,1.0,,26.0,26.0,0.0,0.0
4761b2fdb4ce610d1d8dd9ea50f478cf7et0f,0.0,2,2,1.0,34022.0,1351.5,110.0,0.0,0.0
18b5e850a1c10e681cb5fae0704a699018x6f,0.0,1,1,1.0,,67.0,67.0,0.0,0.0
9f60e1593604631e10ad2677c51055c6mv205,0.0,6,1,6.0,5163.2,9.0,1.0,4.7875,4.0943
ae817305e82b580f9ab89f1a379488e39il4q,0.0,676,163,4.1472,332.16,144.6009,0.0,3647.2336,2765.0315
3d48d4b09fc7559bb6c129fb65c133808brgv,0.0,1,1,1.0,,22.0,22.0,0.0,0.0
c8e474ba549fe924bff9d3f585a9943cg9aju,0.0,2,1,2.0,85820.0,0.0,0.0,0.0,0.0
1bb03cdb913f203f704caf8bf6840b6fbpigb,0.0,536,20,26.8,2420.63,12.084000000000001,0.0,2623.301,481.0175
ae6758a627a111f6d6b530b0154c429566o4k,1.0,317,74,4.2838,805.21,277.8165,0.0,1430.9111,876.0023
1cf0d30e0bf9f4a536b1fe16ecc26cd22j50c,0.0,1,1,1.0,,1.0,1.0,0.0,0.0
183c4e44d09bc4ab990b957e765af311vlup7,0.0,72,43,1.6744,20529.38,474.2361,0.0,232.2168,39.5633
3bc8edfa1995a99110b957ee98fb5c76nkl7t,0.0,624,146,4.274,414.56,2004.4812,0.0,3303.1586,2813.8847
4f07602a713c192a941204b27e2abcf1srnke,0.0,23,12,1.9167,59127.64,51.6522,0.0,47.778,18.2624
89c8eefbf6f83543ce0792d1e4b86057ti16q,0.0,10,10,1.0,28379.0,362.9,13.0,12.8018,0.0
916aedb8fd708e100318969dfe57a4639hexd,0.0,47,17,2.7647,5569.93,810.6383,0.0,132.9526,87.464
403640a20dbd2c4bf554e558de137deckn70o,0.0,2,2,1.0,16.0,18.5,6.0,0.0,0.0
02030ec48b7179a7fd9950fdf546e3feekkye,0.0,5,2,2.5,16091.0,47.6,31.0,3.1781,3.1781
84d75f71a61667cd327367453b4c0d2frury9,0.0,6,4,1.5,269228.8,141.8333,4.0,4.7875,4.7875
fa6b4da229eb64b4d44e7d5ee2b027f1j1whx,0.0,1,1,1.0,,1.0,1.0,0.0,0.0
1dfa6e724441ca3c913b3d40967c17b2p9xr7,0.0,80,28,2.8571,18502.67,168.5625,0.0,266.5185,199.9461
86151544b29ad273209ec4605c257b089z588,0.0,34,13,2.6154,5358.91,39.9412,0.0,84.3613,83.6682
f27321571b5b6184e86acb6203c766f2bsfxg,0.0,121,24,5.0417,2150.72,452.9667,1.0,443.4907,230.829
a4630d8b78c796441a1be187f6907b11c5eu0,0.0,33,8,4.125,42211.03,628.5758,0.0,81.558,60.231
49c3957287d24e69713e4355933b74baoijix,0.0,16,8,2.0,16817.53,3408.8,111.0,27.8993,22.9295
d2fc5291537a61882065e571c21e796975uy0,0.0,2,2,1.0,45346.0,19.5,16.0,0.0,0.0
612d24dde60a1b42873ab7b50944c6dad3dcb,0.0,180,80,2.25,1434.21,119.3056,0.0,740.6588,474.9727
46ceb58fb7a57d86a26cfa154c940a8cuktu7,0.0,1090,161,6.7702,237.28,167.68900000000005,0.0,6110.7223,3476.0672
e2e14e8e15204b504b146d17a2bed925qg3u2,0.0,1,1,1.0,,2127.0,2127.0,0.0,0.0
0141844fc725a85e38e12cc02fcdbbe8ofqxv,0.0,18,14,1.2857,13727.71,48.1667,0.0,33.5051,11.2153
313bb0007cbdd82f326d58c96847294c9hz4k,0.0,5,4,1.25,308469.75,3.4,0.0,3.1781,2.4849
59fe751fb6c277016b7ebe3609aa1b15vhg7w,0.0,0,0,,,,,0.0,0.0
0ef9be4eb3b6a03ac2945522964b242ap09cy,0.0,59,38,1.5526,25283.12,72.9661,0.0,179.7631,138.1207
359444416c25e6e90ddb2e3d3d0bc23dufn9s,0.0,1,1,1.0,,0.0,0.0,0.0,0.0
c7ce5ac2fe5f03458fab59c78b19bf7c9wzf7,0.0,1,1,1.0,,112.0,112.0,0.0,0.0
3e85a43950c71b1988a814682abd4392yakvp,0.0,819,165,4.9636,316.6,628.0895,0.0,3527.8941,2843.2706
f0567f6d45c0f83b9874681fe8dfe0ba6hjlf,0.0,1756,298,5.8926,147.54,635.898,0.0,10904.9808,3843.8522
a1922a9ee4f9f5d03fe11816c2cc3eb9ivcbp,0.0,2,2,1.0,1318495.0,15.5,12.0,0.0,0.0
a4734769962126673e975a627e930b5fgc79n,0.0,49,30,1.6333,29750.33,402.5417,0.0,115.7169,61.739
d645e4b8b043a18bb1c8689572ad4fe16q3np,0.0,43,21,2.0476,6121.76,278.6977,5.0,103.9892,29.1911
d1780c224460a0c20d5c2f5f68714c5264xd0,0.0,0,0,,,,,0.0,0.0
0cbd01c9e8cc800aabd3b3e4c618f9caktfgp,0.0,1955,106,18.4434,132.54,51.4808,0.0,12059.9503,9996.9237
39802378690e7d0c61d294f5898852b96hsfh,0.0,1,1,1.0,,1.0,1.0,0.0,0.0
ed5fc53d096bcf1b86c30128040e775334ut0,0.0,233,86,2.7093,1115.32,133.4979,0.0,1002.3658,1017.9196
0c57d8eaa2708b768416ca91dd8daa2cqbl31,0.0,25,15,1.6667,59987.33,390.56,6.0,44.3343,0.0
efdf59a8ca81c5d3744f9121ac8fd2c7coy3g,0.0,25,22,1.1364,60742.04,123.08,0.0,54.7847,52.993
86a3a9861ed45158e964f9d004a224b3324cl,0.0,67,16,4.1875,3866.98,338.3582,0.0,198.112,150.3361
f9ab998f3adb944a1cd1847a097fbc0bw61nf,0.0,5,5,1.0,318913.75,40.4,1.0,3.1781,2.4849
361397432ed35185b5a2789867a859ec42v14,0.0,16,12,1.3333,16906.73,179.5,0.0,27.8993,19.9337
58c3300ea9095cf5e59e27abf2a905ce7tl6p,0.0,1,1,1.0,,19.0,19.0,0.0,0.0
e429d13bc2c7acc82d8d68fa020546c38v82z,0.0,12,11,1.0909,124981.45,641.5,4.0,17.5023,0.0
90eb8151eb82441b084d04893151619837abp,0.0,6,1,6.0,50299.8,984.0,133.0,4.7875,0.0
c41f5fb84d9f9e2456a5264c79919569vrhau,0.0,8,7,1.1429,25715.43,65.875,2.0,8.5252,0.0
e0df56a5ea8094d070b0130d7178a996noolv,0.0,23,12,1.9167,65855.95,12.087,0.0,48.4712,45.9863
b5a92183d20e5ca98da4065c874e0b9dezbhx,0.0,326,57,5.7193,4343.21,3679.4554,0.0,1352.943,1258.7258
0c5992f18244e24d2d7b4708a512378729eev,0.0,145,43,3.3721,9824.3,259.4276,0.0,187.4923,68.8082
e4264fc4dcd5f917ceb002d860441370s054e,0.0,2,1,2.0,54027.0,1.0,1.0,0.0,0.0
18bc9dbbed75b55f35ec4be1351b7aa86an68,0.0,985,230,4.2826,263.16,1399.0041,0.0,5801.7247,3854.4593
0580f2e77b4c0dd3b5cda8a1641cb9fenmo0i,0.0,86,43,2.0,17232.91,319.8953,0.0,281.2626,52.4978
abec779131ec6bd32f5e32ed0f274400ekljo,0.0,28,24,1.1667,54347.44,199.75,0.0,63.8644,33.4802
25b58d1533e04571bbc674dab28973f8hha3w,0.0,34,20,1.7,7609.94,101.0588,0.0,85.0545,80.267
b2a19e17e1b9e0bca8e4563efbff5fed7v9xe,0.0,23,3,7.6667,10752.55,3.4348,0.0,48.4712,34.4654
14b2d98230228eab6a6db3efc41660d7kp23s,0.0,6,5,1.2,35322.4,63.8333,1.0,0.0,4.7875
dc9a7ebdb6fb8dd3267ac26dbe5a62b68e4vw,0.0,0,0,,,,,0.0,0.0
8d49c8e70bf96a255baf30acc76a3f59b394w,0.0,80,37,2.1622,3275.53,378.5375,0.0,253.4654,203.5451
bd0071b98d9479130e5c053a244fe6f1muj8h,1.0,1,1,1.0,,3.0,3.0,0.0,0.0
147164a9fe8a6bce381a224e9f13207cc1mdg,0.0,1,1,1.0,,61.0,61.0,0.0,0.0
c72012c8072e2441b3ba8173205cd298cde8a,1.0,261,55,4.7455,994.8,460.4247,0.0,1164.0116,0.0
ae15accae2164aae084aef7e3524c1fflq962,0.0,3,2,1.5,32514.0,349.6667,15.0,0.6931,0.0
98a5197faba8ba72d6ee9e1c95d65d737sigb,0.0,100,5,20.0,1897.8,72.61,2.0,357.0548,359.1342
b79560ebfed7c8cbcfb97475812e0836twsnm,0.0,8,7,1.1429,36518.57,30.5,1.0,8.5252,5.3471
5920a92dc2b65e257061017a04eb5361tpa9b,1.0,641,21,30.5238,378.43,365.0281,0.0,2648.3707,2687.3796
cb6ea552ab5b90e2d0572148426ca275d1zzj,0.0,3,2,1.5,86802.5,3630.0,3205.0,0.6931,0.6931
d95c969eb09086bbad373dd8ee80cacbuagvf,0.0,1,1,1.0,,62.0,62.0,0.0,0.0
2d9579812895729581ce269ea17462197jxvy,1.0,2894,170,17.0235,507.51,5008.3384,0.0,20106.7545,647.5246
d9ffd2f7f3cc1a546586701c2a6fbda24u9ye,0.0,910,208,4.375,1612.63,95.4059,0.0,4992.4085,4884.184
173991472d4ee18932f8514b9d4a9dba7rjqa,0.0,10,3,3.3333,6067.44,36.9,0.0,12.8018,7.832
dc87cba6dc8717e219e9fa9edcd10ae4a2i86,0.0,3,3,1.0,85276.5,142.0,1.0,0.6931,0.6931
0a7446b63f183a4928ae762ed6cd1c4b894qz,0.0,836,261,3.2031,1757.1,402.103,0.0,4617.1791,3073.9435
c89ad997f646e388fe375d7fe33a3727dzrh0,0.0,3,1,3.0,13.5,12.3333,9.0,0.0,0.0
f19531503f1485a3014189a80971c6fb0d9fu,0.0,171,110,1.5545,1514.18,243.5146,0.0,699.2361,313.1845
0a43de0ab0a7525fec59ef4bc1dda7a2z9z69,0.0,743,194,3.8299,348.91,279.6262,0.0,3979.4189,543.4738
e561791343f3564a6fc612a98b5f3df34rxok,0.0,1,1,1.0,,7.0,7.0,0.0,0.0
8acae9b2e5454fbd92fd0b3d79fe89ad6w2wp,0.0,5,3,1.6667,337382.0,398.6,3.0,2.4849,0.0
5b1bc916ca111874eda3bbe669957cb1d3mck,0.0,33,23,1.4348,43595.03,89.1212,0.0,78.3799,68.8049
4922d20e07d04601e8724be5e9f9576blyccu,0.0,1,1,1.0,,87.0,87.0,0.0,0.0
06b2d71c26ef3b6e29277f761cd0db90wuwjo,0.0,1,1,1.0,,1288.0,1288.0,0.0,0.0
631f923b7bcf91f61a2e9f96520bd8c8vtl14,0.0,2413,12,201.0833,107.15,1169.5246,0.0,12725.8775,11402.3357
eea590b4da2709c294e8db490f5997eadyc1e,0.0,18,12,1.5,79474.41,186.3889,0.0,33.5051,14.124
f73eb6e2e7a872f97c715ccdcddac77am8bq5,0.0,6,5,1.2,304.0,318302.5,33.0,0.0,4.7875
13dfda714fb516e1f9f7abb0c927bdc2zmw55,0.0,1,1,1.0,,0.0,0.0,0.0,0.0
4c67576a6f30a158d16d790a7fc482b0zqxue,1.0,1859,78,23.8333,789.53,925.2087,0.0,4600.4853,10914.7649
b1c2e7ee5c69722df6233541ad5e784eutiv2,0.0,4,3,1.3333,6170.33,8.0,1.0,1.0986,1.0986
f3a249f6a5c2c88ddd8bccb1f8a85fe52xnkq,0.0,46,36,1.2778,31507.62,195.1087,1.0,128.4308,75.1392
d13cd9e0a7b95c0a35f3456014865230qku5q,0.0,8,6,1.3333,169853.71,43.0,3.0,8.5252,7.832
86e50263881b0d382b55777185eb648aagh1g,0.0,730,96,7.6042,355.31,215.8171,0.0,3919.4042,2587.6358
98eed7cbee9b1a1b526a635648e7cd2fhbt5w,0.0,1,1,1.0,,0.0,0.0,0.0,0.0
2b044b4b7949b96e38084e59b5d1d328jib5o,0.0,3645,463,7.8726,403.02,1017.9898,0.0,25152.0205,20028.911
1e3642857c10e72cedaf7890e3c07bfa8ibzv,0.0,0,0,,,,,0.0,0.0
45fe4f0fb849e7195a1efd5495d1285f2culj,0.0,6,6,1.0,267902.2,293.0,1.0,4.7875,4.0943
414af5edf09c473bde75644b76a68e7feesrw,0.0,713,254,2.8071,2062.48,425.6896,0.0,3820.6067,2598.9586
23af639c0bd57bfe9bcf3b16973d58b7666fe,0.0,67,17,3.9412,21945.36,758.9552,0.0,208.9679,0.0
3312b8e73417810a88be459d75fe9bc2xhd8v,0.0,8,1,8.0,16150.86,1.5,0.0,7.832,7.1389
bc3b92a81586cb726cbf4d5b418fee41o20sj,0.0,2,1,2.0,32120.0,0.5,0.0,0.0,0.0
14bcf558addd6e6f2818ab2bda7dc679jqoon,0.0,36,16,2.25,6941.8,1929.7778,1.0,92.1362,58.2173
5830a96593aff3e951919578f7374f09pqyc0,1.0,614,83,7.3976,419.62,563.3768,0.0,3103.7135,2954.8089
0af208c4fc46ef9236052ff495016326zxoqf,0.0,2,1,2.0,45307.0,4.5,4.0,0.0,0.0
9b733fcc97535e27037c231858a711adyzvqf,0.0,3,3,1.0,37600.5,7.6667,0.0,0.6931,0.6931
9db7471a12cc3b8fa3cba86bc00abde2t2wz5,0.0,24,8,3.0,62085.61,5.4583,0.0,49.5272,40.3089
44c38c27b9de757c8c7c05cf07b7e3eb14qpt,0.0,1,1,1.0,,137.0,137.0,0.0,0.0
a6d6f3f5034886fc00a1245b439de13a66ha4,0.0,4,2,2.0,13100.0,6.75,1.0,1.0986,1.0986
1dab9ffc5c6bf06e86e0dd1b3cb9ebecn5pu6,0.0,2,1,2.0,264.0,0.0,0.0,0.0,0.0
8251041848182e6468c8119905a177dekmshg,0.0,3237,465,6.9613,453.82,519.03,0.0,21998.8218,11492.8143
9ba7cbcf531c20ef7cc55a6da5c0654evwt1d,0.0,1057,238,4.4412,245.29,326.4341,0.0,6113.5406,88.6432
c59f4511da2e8dfbf02668a49bc391895wk3u,0.0,1,1,1.0,,269.0,269.0,0.0,0.0
7622d7085237d6b73d08e9d70ed11fe3u8mwm,0.0,13,10,1.3,108557.67,79872.6154,0.0,19.9872,0.0
61337802cac534b7e7711793039782d6f1yy9,0.0,70,18,3.8889,3521.14,79.7101,0.0,198.4021,119.1703
c8d3fc73c1a41bf92a5e4982eb6cf78du8gg5,0.0,12,10,1.2,112729.27,379.3333,1.0,17.5023,15.0174
3e2e03a4464642627e223fba066182d1qslv5,0.0,2,2,1.0,84124.0,106.0,103.0,0.0,0.0
6a1d4042a5f3a3f34f5b3ea753ecce30l0qj1,0.0,37,22,1.6818,40575.17,1333.6667,0.0,75.0393,62.2375
7c08de9de285265b2c34970139331f9fnr9ad,0.0,289,61,4.7377,895.84,436.4669,0.0,1322.4502,952.4556
42f754cb72e01c08005598e1f9383341fn7xh,0.0,177,72,2.4583,8328.9,2581.7232,1.0,736.8167,570.1306
ccc371d7848a80bc31941248b9f49b95hn694,0.0,9,7,1.2857,23186.0,31.5556,0.0,10.6046,9.9115
d9b611dab3b5116f761747fd3166ecec80icg,1.0,725,106,6.8396,2021.9,290.1862,0.0,3577.6585,3125.3389
260568e07963ce8351f3313bd7b9b0e2vonva,0.0,1,1,1.0,,1.0,1.0,0.0,0.0
c4d42d0beefe49d6157c546a2504f4db86hvd,0.0,138,22,6.2727,547.2,7070.9855,0.0,524.3317,383.0983
f019bd7ec140624144c4a9b40c42bec9jok79,0.0,209,62,3.3710000000000004,7030.11,16717.5144,0.0,870.8124,745.8173
213a7fb31eef8b38a23ad6b0bf2c7fd0dx3vk,0.0,22,21,1.0476,11098.14,104.1818,0.0,45.3801,8.2915
497b8beb19a7f674bc53acf7f5c7ec8cxv68x,0.0,6,6,1.0,32309.6,218.3333,5.0,4.7875,2.9957
511a640e38bf03022300f5503cceb2cd3f361,0.0,127,16,7.9375,11632.73,484.3543,0.0,99.7713,279.5872
669c6a0e8aabbf0647e8ee6e150c47b18a4pu,1.0,252,108,2.3333,1030.82,2613.6220000000008,0.0,1130.2188,916.8201
d3ab33e9314c95d6806813171f292299tmprm,0.0,3,3,1.0,44655.5,16.6667,8.0,0.6931,0.6931
2fe472c1be232dca314d4bdf0fa95165rjv69,0.0,4960,511,9.7065,296.08,410.44,0.0,35029.3941,21593.514
bdbcdf6a935f4d1781a2d33bcc4967130bdqy,0.0,817,120,6.8083,1798.93,350.4044,0.0,4475.3872,4128.0739
9a12aa1aa3560062c6f84bd374eb5f7f422vq,0.0,26,18,1.4444,8354.36,28.0385,0.0,58.0036,30.1043
bd29e36cbb063cbb96ece76680ffd9121dy90,0.0,6,5,1.2,26088.2,302.6667,0.0,4.7875,4.7875
d2fe98eb0fa21252956184a98138c58dwp1ah,0.0,32,17,1.8824,7292.55,76.9375,2.0,77.3991,44.5872
5c2b3f221cdf303df86ff1ffd7106fcco6pml,0.0,2273,376,6.0452,113.9,916.585,0.0,14808.492,12943.9897
ef89b74b58c49c1a321d3d7ce061d151k51xm,0.0,1,1,1.0,,12.0,12.0,0.0,0.0
a2933e33896035761240ef5a62477779jf7ny,0.0,149,72,2.0694,1111.7,1392.2617,0.0,543.4846,554.8106
1ef47d501d4b36498b51e184b1027981xu89r,0.0,3,3,1.0,569587.0,199.3333,3.0,0.6931,0.0
43553dd8b9370fbba5efa6b652d9b43ezsj11,0.0,8,5,1.6,25635.29,17.5714,0.0,8.5252,0.0
339b8ca3185dcaffbc3ebdfd960020e8es0as,0.0,19,4,4.75,6074.78,3.5789,0.0,36.3954,25.7908
6be863f26f22cd79be272789ac7e9153v27yt,0.0,122,10,12.2,11878.26,5.959,0.0,360.8573,329.7578
a15766d8d3d231f862996eb3ec33559735a3d,0.0,24,21,1.1429,62715.35,141.2083,0.0,51.6067,35.6268
cd35a3230456d4a245806e476c63e9a1evu7i,0.0,1,1,1.0,,56.0,56.0,0.0,0.0
7d8d3493942dc13742444f28626c5839axjqd,0.0,4565,331,13.7915,56.77,201.8459,0.0,31857.9776,25018.9359
a40808ec5bd9d0440585286f1658c3b1ag8dt,0.0,267,124,2.1532,5515.65,99.1805,0.0,1205.2672,741.0376
a2b4df001b0e40a398f6d4ae9b316c0eix5bh,0.0,39,21,1.8571,6538.45,62.64100000000001,1.0,82.981,74.61
5dd3494b46f39f8c8783c25527b64dd8hp8ti,0.0,1,1,1.0,,15.0,15.0,0.0,0.0
8cc03b92898255ce4b096454645599ae5zoc0,0.0,3,2,1.5,53173.0,139.6667,36.0,0.6931,0.6931
c9e1e860e39bb7d4dbf3c91c5d6c36c2dv4tp,0.0,1,1,1.0,,273.0,273.0,0.0,0.0
f7e3635c9a532fb9a60d6eda6eb7c7de3uqs2,0.0,71,41,1.7317,19687.21,39461.5429,1.0,53.2988,163.0594
aea096a392f55d95c3e45251931e9755a9t3o,0.0,9582,400,23.955,153.29,867.8079,0.0,73170.5388,58073.5833
05ae7ea9549ae298bbbc8002b4229392e0ilf,0.0,4,1,4.0,473281.67,0.5,0.0,1.7918,1.7918
4d6580da346435dff2503c55ee5e0cf8wbkb3,0.0,1464,39,37.5385,953.71,50.13399999999999,0.0,2369.2513,1237.7602
5720c8d7bc15b94037cd75ff9496a35evugeo,0.0,1172,112,10.4643,1253.71,388.8225,0.0,5140.102,2188.3389
a5fb60c136b7e0a6d0d6e27cadb2a797225r6,0.0,108,13,8.3077,2352.18,2155.9515,5.0,267.1249,259.7127
85ac49e7f93bf0e20323de78362bb4aadnwia,0.0,54,37,1.4595,4850.87,123.8889,0.0,154.6682,152.3656
2b5a7c969ae95b239583f09936560b85g574d,0.0,8,8,1.0,197744.14,53.375,6.0,8.5252,5.3471
69e97e52dd6428671f46f2ab6567172d8mfar,0.0,1,1,1.0,,169.0,169.0,0.0,0.0
b34fe965c04012fd22123ed948257184pqvfg,1.0,200,20,10.0,368.01,25.495,0.0,305.1886,260.8918
b7630ee9a73e7ba6f11f7717b7f03ed4be2hb,0.0,493,154,3.2013,2973.25,3338.2154,0.0,2112.6705,1394.6904
5d5816d216122786933fb74c459f35fc0vnac,0.0,28,18,1.5556,8800.0,1370.6786,1.0,61.3795,60.6863
ee5afe7f268aaa88598545df890f4e5fzari6,0.0,28,18,1.5556,49696.52,98.8929,1.0,64.5575,21.5828
0bf6e0e5184b3599bbb4ba1fb3a43549ije34,0.0,1,1,1.0,,1.0,1.0,0.0,0.0
8ebc5b544d62622e45e1ee22a56265e0xwwsb,0.0,7344,66,111.2727,200.01,9945.5692,0.0,41475.4185,34471.631
613fe9b896ce3801e40212b3c8a8053c1e8nj,0.0,234,51,4.5882,6287.85,258.2232,0.0,1006.1586,823.0077
63e3851eb5e1ee98df1065b333f6cb81mlby6,0.0,718,283,2.5371,2047.56,7057.0265,0.0,3626.7753,2843.5359
72dbc4a9f579a9444c126a0a67118783092ec,0.0,13,9,1.4444,17490.83,485.3846,8.0,19.9872,0.0
23f9a0e1492c4abf375823266ddbe36bzukj3,0.0,3,3,1.0,36579.5,197.6667,28.0,0.6931,0.0
de3bbaaa3bbc1fd1f751d23a972916d80q8e6,0.0,309,98,3.1531,4752.27,70.6311,0.0,1440.2649,787.6352
8af01eeb860c2e6b1512377f28953110ml638,0.0,826,235,3.5149,314.04,481.8959,0.0,4616.0617,2331.2693
d9a813646e8fae954898c1279196f5493gqzc,0.0,8,8,1.0,30158.29,50.75,0.0,8.5252,5.3471
e9b27622a64f2eb9dc7559d43bc45e31yci23,0.0,2,2,1.0,10.0,82.5,47.0,0.0,0.0
3ef757c3d6a272681c69bbd7e071b705yzt8t,0.0,3,2,1.5,42297.5,98.0,3.0,0.6931,0.6931
76d4a0147a60d871867f00adf45cb792w9c6n,0.0,2655,302,8.7914,553.35,497.6593,0.0,16755.1852,7314.2393
84c7bbdc12233f88f35c2c3b8f178803ta03m,0.0,8,4,2.0,184632.57,420.0,0.0,7.1389,5.3471
70c6727cc40fdc6f752b28102f31a38b883io,0.0,14,8,1.75,13835.15,89.0714,1.0,7.4478,5.0499
c1624207d78346c3c58cd44f3d5472fcriae4,0.0,12,11,1.0909,19781.82,749.4167,1.0,16.8092,17.5023
60849c6d966f178808d94543173cb93dog4gt,0.0,14,9,1.5556,18838.46,72.3571,1.0,22.5522,17.5824
b416bf88dedd6ccdbc3a2146524500258qdzz,0.0,7,2,3.5,28120.17,118.7143,3.0,6.5793,0.0
42025aabb56a61f3bea90d27b283b517dyk4t,0.0,1,1,1.0,,1.0,1.0,0.0,0.0
99ca795998fb781a42d85f1abeb50482yzffz,0.0,3041,59,51.5424,1.69,21.6823,0.0,15180.4719,17222.5982
2fc0efdb6ff10d51e3a4d979ee52cf07p4068,0.0,571,117,4.8803,2576.13,213.8879,0.0,2941.2776,1439.6583
1dec9ee102b29905e2f59a52fb7429826e8b4,0.0,1,1,1.0,,90.0,90.0,0.0,0.0
3cab5bd983f5be9c16789b6c14bae982nhi9c,0.0,1,1,1.0,,6.0,6.0,0.0,0.0
e6f73230e0fff1d9a6b1b8a6617002ea9owig,0.0,45,42,1.0714,33015.75,1321.9556,1.0,119.2488,91.8122
877d96d9abeb73e437a8ebd74abbbf45p8s80,0.0,65,46,1.413,3916.41,973.7778,0.0,198.1189,4.1589
ca5730b8dad8f35fba24b68c9ca5d445mp87i,0.0,3,3,1.0,15820.0,4170.3333,100.0,0.6931,0.6931
3105d663ef3dff7e483a46c56580a9f9kd7f8,0.0,133,33,4.0303,1789.64,256.5682,0.0,492.6228,4.8828
97ac4a68e5600c4b7a960d9580d4f251470mc,0.0,19,15,1.2667,12910.33,334.0,0.0,35.7023,11.6207
a32cce991a2f597f6e5a02605119f99b1dyq1,0.0,10,4,2.5,150399.67,11.9,1.0,12.8018,10.3169
0817731a4d2e319f6f771da3f522b8bfv6njs,0.0,224,23,9.7391,1084.78,161.6429,0.0,888.2891,0.0
3df41510a5044de5438015f37dfa3443bt7pp,0.0,11,1,11.0,125276.7,1.5455,0.0,15.1044,2.3026
047558bebab9292a5d4c85d6ee768784j2hdd,0.0,22217,231,96.1775,66.11,219.5392,0.0,172286.7107,117599.5558
a6214d8bf07127661f322afa7c8dae91ypizm,0.0,13,12,1.0833,113288.58,61.0,1.0,19.9872,19.2941
85499f83c5f1674c87d0fe77838c4da793u8y,0.0,56,14,4.0,4089.84,635.8036,3.0,141.0296,0.0
4444bfb455b90711234e0c25345abbaddrt0x,0.0,0,0,,,,,0.0,0.0
